name,trademark,brand,time_up,price,year_product,style,status,origin,KM,local,box_car,fuel
Mazda 626   2.0 MT  1999,Mazda,626,24/10/2021,132000000,1999,Sedan,Đã qua sử dụng,Trong nước,17000,Bắc Giang,Số tay,Xăng
Mazda 626   2.0 MT 1998,Mazda,626,20/10/2021,100000000,1998,Sedan,Đã qua sử dụng,Nhập khẩu,340000,Đà Nẵng,Số tay,Xăng
Mazda Premacy  2004,Mazda,Premacy,30/11/2021,160000000,2004,Van/Minivan,Đã qua sử dụng,Nhập khẩu,29000,Hà Nội,Số tự động,Xăng
Mazda Premacy  2004,Mazda,Premacy,29/11/2021,157000000,2004,MPV,Đã qua sử dụng,Nhập khẩu,150000,Đà Nẵng,Số tự động,Xăng
Mazda Premacy  2003,Mazda,Premacy,18/11/2021,150000000,2003,MPV,Đã qua sử dụng,Trong nước,105000,Tp.HCM,Số tự động,Xăng
Mazda Premacy  2003,Mazda,Premacy,11/11/2021,175000000,2003,MPV,Đã qua sử dụng,Trong nước,150000,Lâm Đồng,Số tự động,Xăng
Mazda Premacy  2002,Mazda,Premacy,10/11/2021,152000000,2002,MPV,Đã qua sử dụng,Trong nước,100000,Đà Nẵng,Số tự động,Xăng
Mazda Premacy   2002,Mazda,Premacy,9/11/2021,150000000,2002,MPV,Đã qua sử dụng,Trong nước,160000,Bình Phước,Số tự động,Xăng
Mazda Premacy  2003,Mazda,Premacy,9/11/2021,165000000,2003,MPV,Đã qua sử dụng,Nhập khẩu,137000,Đà Nẵng,Số tự động,Xăng
Mazda Premacy  2003,Mazda,Premacy,5/11/2021,165000000,2003,MPV,Đã qua sử dụng,Nhập khẩu,170000,Tp.HCM,Số tự động,Xăng
Mazda Premacy  2002,Mazda,Premacy,5/11/2021,145000000,2002,SUV,Đã qua sử dụng,Trong nước,157000,Tp.HCM,Số tự động,Xăng
Mazda Premacy  2003,Mazda,Premacy,4/11/2021,138000000,2003,MPV,Đã qua sử dụng,Nhập khẩu,185000,Đắk Lắk,Số tự động,Xăng
Mazda Premacy  2003,Mazda,Premacy,27/10/2021,155000000,2003,MPV,Đã qua sử dụng,Nhập khẩu,123000,Đắk Nông,Số tự động,Xăng
Mazda Premacy  2002,Mazda,Premacy,21/10/2021,160000000,2002,MPV,Đã qua sử dụng,Trong nước,180000,Thái Nguyên,Số tự động,Xăng
Mazda Premacy  2003,Mazda,Premacy,19/10/2021,138000000,2003,Van/Minivan,Đã qua sử dụng,Trong nước,8888,Đắk Lắk,Số tự động,Xăng
Mazda Premacy   2003,Mazda,Premacy,14/10/2021,162000000,2003,MPV,Đã qua sử dụng,Trong nước,160000,Tp.HCM,Số tự động,Xăng
Mazda Premacy  2002,Mazda,Premacy,5/10/2021,175000000,2002,Van/Minivan,Đã qua sử dụng,Nhập khẩu,182000,Long An,Số tự động,Xăng
Mazda Premacy    2004,Mazda,Premacy,28/11/2021,160000000,2004,MPV,Đã qua sử dụng,Nhập khẩu,30000,Hà Nội,Số tự động,Xăng
Mazda Premacy    2003,Mazda,Premacy,25/11/2021,150000000,2003,MPV,Đã qua sử dụng,Trong nước,200000,Hà Nội,Số tự động,Xăng
Mazda Premacy   2006,Mazda,Premacy,21/11/2021,186000000,2006,MPV,Đã qua sử dụng,Nhập khẩu,90000,Tp.HCM,Số tự động,Xăng
Mazda Premacy  2004,Mazda,Premacy,7/11/2021,195000000,2004,MPV,Đã qua sử dụng,Trong nước,94000,Hà Nội,Số tự động,Xăng
Mazda Premacy   1.8 AT 2005,Mazda,Premacy,2/11/2021,195000000,2005,MPV,Đã qua sử dụng,Trong nước,170000,Hà Nội,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,30/11/2021,586000000,2021,SUV,Mới,Nhập khẩu,0,Quảng Ngãi,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,29/11/2021,589000000,2021,SUV,Mới,Nhập khẩu,0,Thái Bình,Số tự động,Diesel
Mazda CX-3  2021,Mazda,CX-3,22/11/2021,589000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Loại khác
Mazda CX-3  2021,Mazda,CX-3,1/12/2021,619000000,2021,SUV,Mới,Nhập khẩu,0,Khánh Hòa,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,1/12/2021,586000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,30/11/2021,589000000,2021,SUV,Mới,Trong nước,0,Đà Nẵng,Số tự động,
Mazda CX-3  2021,Mazda,CX-3,30/11/2021,586000000,2021,SUV,Mới,Nhập khẩu,0,Bình Dương,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,30/11/2021,619000000,2021,SUV,Mới,Nhập khẩu,0,Khánh Hòa,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,30/11/2021,649000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,29/11/2021,649000000,2021,SUV,Mới,Nhập khẩu,0,Nam Định,Số tự động,Xăng
Mazda CX-3 Deluxe 2021,Mazda,CX-3,24/11/2021,586000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,22/11/2021,586000000,2021,SUV,Mới,Nhập khẩu,0,Đồng Nai,Số tự động,Xăng
Mazda CX-3 Deluxe 2021,Mazda,CX-3,11/11/2021,586000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,11/11/2021,649000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3   Deluxe 1.5 AT  2021,Mazda,CX-3,10/11/2021,586000000,2021,SUV,Mới,Nhập khẩu,0,Hải Phòng,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,10/11/2021,649000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,10/11/2021,659000000,2021,SUV,Mới,Nhập khẩu,0,Đồng Nai,Số tự động,Xăng
Mazda CX-3   Deluxe 1.5 AT  2021,Mazda,CX-3,3/11/2021,619000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3   Luxury 2021,Mazda,CX-3,3/11/2021,659000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3     2021,Mazda,CX-3,29/10/2021,670000000,2021,SUV,Đã qua sử dụng,Nhập khẩu,5000,Hà Nội,Số tự động,Xăng
Mazda CX-3   2021,Mazda,CX-3,11/10/2021,690000000,2021,SUV,Đã qua sử dụng,Nhập khẩu,5000,Trà Vinh,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,3/9/2021,639000000,2021,SUV,Mới,Nhập khẩu,0,Đà Nẵng,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,1/9/2021,639000000,2021,SUV,Mới,Nhập khẩu,0,Tây Ninh,Số tự động,Xăng
Mazda CX-3     2021,Mazda,CX-3,25/11/2021,649000000,2021,SUV,Mới,Nhập khẩu,0,Gia Lai,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,23/11/2021,586000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3   Deluxe 1.5 AT  2021,Mazda,CX-3,20/11/2021,589000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mazda CX-3   Premium 1.5 AT  2021,Mazda,CX-3,20/11/2021,729000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3    2021,Mazda,CX-3,16/11/2021,586000000,2021,SUV,Mới,Nhập khẩu,0,Tuyên Quang,Số tự động,Xăng
Mazda CX-3   1.5 Luxury  2021,Mazda,CX-3,14/11/2021,619000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mazda CX-3    2021,Mazda,CX-3,12/11/2021,658000000,2021,SUV,Mới,Trong nước,0,Hà Nam,Số tự động,
Mazda CX-3   Luxury 1.5 AT  2021,Mazda,CX-3,11/11/2021,622000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mazda CX-3   Luxury 1.5 AT  2021,Mazda,CX-3,5/11/2021,659000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-3   Luxury 1.5 AT   2021,Mazda,CX-3,5/10/2021,679000000,2021,SUV,Mới,Nhập khẩu,0,Tuyên Quang,Số tự động,Xăng
Mazda CX-3  2021,Mazda,CX-3,28/09/2021,639000000,2021,SUV,Mới,Trong nước,0,Hà Nam,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,1/12/2021,765000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,30/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,30/11/2021,834000000,2021,SUV,Mới,Nhập khẩu,0,Thái Bình,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,30/11/2021,765000000,2021,SUV,Mới,Trong nước,0,Bình Dương,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,30/11/2021,819000000,2021,SUV,Mới,Nhập khẩu,0,Hải Phòng,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,30/11/2021,849000000,2021,SUV,Mới,Nhập khẩu,0,Khánh Hòa,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,30/11/2021,827000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,30/11/2021,849000000,2021,SUV,Mới,Nhập khẩu,0,Khánh Hòa,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,30/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Nghệ An,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,26/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30 Luxury 2021,Mazda,CX-30,24/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,24/11/2021,622000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,24/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,22/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,22/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Đồng Nai,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,19/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mazda CX-30   2021,Mazda,CX-30,18/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30 Luxury 2021,Mazda,CX-30,16/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30 Luxury 2021,Mazda,CX-30,16/11/2021,810000000,2021,SUV,Đã qua sử dụng,Trong nước,4000,Hà Nội,Số tự động,
Mazda CX-30  2021,Mazda,CX-30,16/11/2021,764000000,2021,SUV,Mới,Nhập khẩu,0,Bình Dương,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,16/11/2021,766000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,16/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,
Mazda CX-30  2021,Mazda,CX-30,15/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,11/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tây Ninh,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,11/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30 Luxury 2021,Mazda,CX-30,11/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,11/11/2021,756000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,10/11/2021,754000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,15/10/2021,865000000,2021,SUV,Đã qua sử dụng,Nhập khẩu,2100,Hà Nội,Số tự động,Xăng
Mazda CX-30  2021,Mazda,CX-30,11/10/2021,850000000,2021,SUV,Đã qua sử dụng,Nhập khẩu,2600,Hà Nội,Số tự động,Xăng
Mazda CX-9 AWD 2013,Mazda,CX-9,28/11/2021,750000000,2013,SUV,Đã qua sử dụng,Nhập khẩu,80000,Hà Nội,Số tự động,Xăng
Mazda CX-9  2014,Mazda,CX-9,30/11/2021,745000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,100000,Hà Nội,Số tự động,Xăng
Mazda CX-9  2012,Mazda,CX-9,29/11/2021,615000000,2012,SUV,Đã qua sử dụng,Nhập khẩu,81236,Hà Nội,Số tự động,Xăng
Mazda CX-9  2015,Mazda,CX-9,29/11/2021,765000000,2015,SUV,Đã qua sử dụng,Trong nước,80000,Tp.HCM,Số tự động,Xăng
Mazda CX-9 3.7 AT  2014,Mazda,CX-9,19/11/2021,755000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,78000,Bà Rịa Vũng Tàu,Số tự động,Xăng
Mazda CX-9  2015,Mazda,CX-9,17/11/2021,800000000,2015,SUV,Đã qua sử dụng,Nhập khẩu,191396,Tp.HCM,Số tự động,Xăng
Mazda CX-9  2014,Mazda,CX-9,17/11/2021,755000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,78000,Bình Phước,Số tự động,Xăng
Mazda CX-9  2014,Mazda,CX-9,15/11/2021,755000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,78000,Đồng Nai,Số tự động,Xăng
Mazda CX-9  2014,Mazda,CX-9,15/11/2021,755000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,78000,Bình Phước,Số tự động,Xăng
Mazda CX-9  2013,Mazda,CX-9,10/11/2021,745000000,2013,SUV,Đã qua sử dụng,Nhập khẩu,80000,Hà Nội,Số tự động,Xăng
Mazda CX-9   2013,Mazda,CX-9,9/11/2021,720000000,2013,SUV,Đã qua sử dụng,Nhập khẩu,90000,Hà Nội,Số tự động,Xăng
Mazda CX-9  2016,Mazda,CX-9,9/11/2021,895000000,2016,SUV,Đã qua sử dụng,Nhập khẩu,68000,Tp.HCM,Số tự động,Xăng
Mazda CX-9  2014,Mazda,CX-9,4/11/2021,745000000,2014,SUV,Đã qua sử dụng,Nhập khẩu,850000,Hà Nội,Số tự động,Xăng
Mazda CX-9    2020,Mazda,CX-9,27/10/2021,785000000,2020,SUV,Đã qua sử dụng,Nhập khẩu,78000,Tp.HCM,Số tự động,Xăng
Mazda CX-9  2015,Mazda,CX-9,21/10/2021,795000000,2015,SUV,Đã qua sử dụng,Trong nước,11000,Tp.HCM,Số tự động,Xăng
Mazda CX-9  2013,Mazda,CX-9,11/10/2021,732000000,2013,SUV,Đã qua sử dụng,Nhập khẩu,57000,Tp.HCM,Số tự động,Xăng
Mazda CX-9  2012,Mazda,CX-9,5/10/2021,620000000,2012,SUV,Đã qua sử dụng,Nhập khẩu,100000,Hà Nội,Số tự động,Xăng
Mazda CX-9  2012,Mazda,CX-9,4/10/2021,620000000,2012,SUV,Đã qua sử dụng,Nhập khẩu,10000,Hà Nội,Số tự động,Xăng
Mazda CX-8  2020,Mazda,CX-8,29/11/2021,1090000000,2020,SUV,Đã qua sử dụng,Trong nước,4500,Hà Nội,Số tự động,Xăng
Mazda CX-8 Premium 2020,Mazda,CX-8,30/11/2021,1100000000,2020,SUV,Đã qua sử dụng,Trong nước,15000,Đồng Nai,Số tự động,Xăng
Mazda CX-8  2021,Mazda,CX-8,1/12/2021,999000000,2021,SUV,Mới,Trong nước,0,Khánh Hòa,Số tự động,Xăng
Mazda CX-8  2021,Mazda,CX-8,1/12/2021,949000000,2021,SUV,Mới,Trong nước,0,Thái Bình,Số tự động,Xăng
Mazda CX-8  2021,Mazda,CX-8,1/12/2021,929000000,2021,SUV,Mới,Trong nước,0,Đồng Tháp,Số tự động,Xăng
Mazda CX-8  2019,Mazda,CX-8,1/12/2021,975000000,2019,SUV,Đã qua sử dụng,Trong nước,31000,Tp.HCM,Số tự động,Xăng
Mazda CX-8  2020,Mazda,CX-8,30/11/2021,975000000,2020,SUV,Đã qua sử dụng,Trong nước,17000,Hà Nội,Số tự động,Xăng
Mazda CX-8  2021,Mazda,CX-8,30/11/2021,999000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mazda CX-8  2021,Mazda,CX-8,29/11/2021,929000000,2021,SUV,Mới,Trong nước,0,Bình Dương,Số tự động,Xăng
Mazda CX-8  2021,Mazda,CX-8,29/11/2021,929000000,2021,SUV,Mới,Trong nước,0,Nam Định,Số tự động,Xăng
Mazda CX-8  2021,Mazda,CX-8,15/11/2021,765000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mazda CX-8  2.0 AT Deluxe 2021,Mazda,CX-8,10/11/2021,999000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mazda CX-8  2020,Mazda,CX-8,26/10/2021,1150000000,2020,SUV,Đã qua sử dụng,Trong nước,2200,Hà Nội,Số tự động,Xăng
Mazda 323F  1995,Mazda,323F,3/11/2021,48000000,1995,Sedan,Đã qua sử dụng,Nhập khẩu,180000,Tp.HCM,Số tay,Xăng
Mazda 5  2009,Mazda,5,29/11/2021,385000000,2009,MPV,Đã qua sử dụng,Nhập khẩu,79000,Bình Dương,Số tự động,Xăng
Mazda MX 6  2017,Mazda,6,24/11/2021,730000000,2017,Sedan,Đã qua sử dụng,Nhập khẩu,48000,Bà Rịa Vũng Tàu,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,29/11/2021,2499000000,2021,SUV,Mới,Trong nước,0,Đà Nẵng,Số tự động,Xăng
Mercedes-Benz GLC 300 4Matic 2021,Mercedes-Benz,GLC 300,1/12/2021,2499000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300  2019,Mercedes-Benz,GLC 300,30/11/2021,2390000000,2019,SUV,Đã qua sử dụng,Nhập khẩu,36000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300   2017,Mercedes-Benz,GLC 300,23/11/2021,1569000000,2017,SUV,Đã qua sử dụng,Trong nước,800000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300 4Matic  2016,Mercedes-Benz,GLC 300,30/11/2021,1510000000,2016,SUV,Đã qua sử dụng,Trong nước,23000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300 4MATIC 2017,Mercedes-Benz,GLC 300,1/12/2021,1628000000,2017,SUV,Đã qua sử dụng,Trong nước,50000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300  2018,Mercedes-Benz,GLC 300,1/12/2021,1795000000,2018,SUV,Đã qua sử dụng,Nhập khẩu,43000,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,30/11/2021,2499000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2017,Mercedes-Benz,GLC 300,29/11/2021,1600000000,2017,SUV,Đã qua sử dụng,Trong nước,60000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,1/12/2021,2499000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,1/12/2021,2499000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,1/12/2021,2499000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,30/11/2021,2499000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300 4MATIC 2017,Mercedes-Benz,GLC 300,30/11/2021,1640000000,2017,SUV,Đã qua sử dụng,Trong nước,41000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300 4Matic 2018,Mercedes-Benz,GLC 300,30/11/2021,1799000000,2018,SUV,Đã qua sử dụng,Trong nước,35000,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,30/11/2021,2499000000,2021,SUV,Mới,Trong nước,0,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300 4Matic 2021,Mercedes-Benz,GLC 300,30/11/2021,2499000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,30/11/2021,2499000000,2021,SUV,Mới,Trong nước,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2017,Mercedes-Benz,GLC 300,30/11/2021,1665000000,2017,SUV,Đã qua sử dụng,Trong nước,52000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,30/11/2021,2499000000,2021,SUV,Mới,Nhập khẩu,0,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300 4MATIC Coupe 2021,Mercedes-Benz,GLC 300,30/11/2021,3089000000,2021,SUV,Mới,Nhập khẩu,0,Tp.HCM,Số tự động,Xăng
Mercedes-Benz GLC 300  2021,Mercedes-Benz,GLC 300,30/11/2021,2499000000,2021,SUV,Mới,Nhập khẩu,0,Hải Phòng,Số tự động,Xăng
Mercedes-Benz GLC 300  2020,Mercedes-Benz,GLC 300,29/11/2021,2350000000,2020,SUV,Đã qua sử dụng,Trong nước,20000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300  2020,Mercedes-Benz,GLC 300,29/11/2021,2380000000,2020,SUV,Đã qua sử dụng,Trong nước,19000,Hà Nội,Số tự động,Xăng
Mercedes-Benz GLC 300 4MATIC 2017,Mercedes-Benz,GLC 300,1/12/2021,1630000000,2017,SUV,Đã qua sử dụng,Trong nước,60000,Hà Nội,Số tự động,Xăng
